"date","category_grouped","outbreak_subgroup","TOTAL_CASES"
"2022-03-03","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",28
"2022-03-03","2 Congregate Living","SHELTER",2
"2022-03-03","4 Workplace","WORKPLACE - OTHER",1
"2022-03-04","1 Congregate Care","HOSPITAL",6
"2022-03-04","1 Congregate Care","LONG-TERM CARE HOME",57
"2022-03-04","1 Congregate Care","RETIREMENT HOME",26
"2022-03-04","2 Congregate Living","CONGREGATE OTHER",2
"2022-03-04","2 Congregate Living","CORRECTIONAL FACILITY",5
"2022-03-04","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",24
"2022-03-04","2 Congregate Living","SHELTER",2
"2022-03-04","4 Workplace","WORKPLACE - OTHER",2
"2022-03-05","1 Congregate Care","HOSPITAL",14
"2022-03-05","1 Congregate Care","LONG-TERM CARE HOME",32
"2022-03-05","1 Congregate Care","RETIREMENT HOME",15
"2022-03-05","2 Congregate Living","CONGREGATE OTHER",5
"2022-03-05","2 Congregate Living","CORRECTIONAL FACILITY",2
"2022-03-05","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",18
"2022-03-05","3 Education","CHILD CARE",1
"2022-03-06","1 Congregate Care","HOSPITAL",17
"2022-03-06","1 Congregate Care","LONG-TERM CARE HOME",9
"2022-03-06","1 Congregate Care","RETIREMENT HOME",9
"2022-03-06","2 Congregate Living","CONGREGATE OTHER",5
"2022-03-06","2 Congregate Living","CORRECTIONAL FACILITY",20
"2022-03-06","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",17
"2022-03-07","1 Congregate Care","HOSPITAL",28
"2022-03-07","1 Congregate Care","LONG-TERM CARE HOME",35
"2022-03-07","1 Congregate Care","RETIREMENT HOME",24
"2022-03-07","2 Congregate Living","CONGREGATE OTHER",3
"2022-03-07","2 Congregate Living","CORRECTIONAL FACILITY",3
"2022-03-07","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",15
"2022-03-08","1 Congregate Care","HOSPITAL",14
"2022-03-08","1 Congregate Care","LONG-TERM CARE HOME",42
"2022-03-08","1 Congregate Care","RETIREMENT HOME",26
"2022-03-08","2 Congregate Living","CONGREGATE OTHER",3
"2022-03-08","2 Congregate Living","CORRECTIONAL FACILITY",1
"2022-03-08","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",14
"2022-03-08","2 Congregate Living","SHELTER",1
"2022-03-09","1 Congregate Care","HOSPITAL",6
"2022-03-09","1 Congregate Care","LONG-TERM CARE HOME",43
"2022-03-09","1 Congregate Care","RETIREMENT HOME",12
"2022-03-09","2 Congregate Living","CONGREGATE OTHER",3
"2022-03-09","2 Congregate Living","CORRECTIONAL FACILITY",7
"2022-03-09","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",14
"2022-03-09","2 Congregate Living","SHELTER",1
"2022-03-09","4 Workplace","WORKPLACE - OTHER",1
"2022-03-10","1 Congregate Care","HOSPITAL",15
"2022-03-10","1 Congregate Care","LONG-TERM CARE HOME",43
"2022-03-10","1 Congregate Care","RETIREMENT HOME",40
"2022-03-10","2 Congregate Living","CONGREGATE OTHER",9
"2022-03-10","2 Congregate Living","CORRECTIONAL FACILITY",11
"2022-03-10","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",22
"2022-03-10","2 Congregate Living","SHELTER",3
"2022-03-10","4 Workplace","WORKPLACE - OTHER",3
"2022-03-11","1 Congregate Care","HOSPITAL",14
"2022-03-11","1 Congregate Care","LONG-TERM CARE HOME",45
"2022-03-11","1 Congregate Care","RETIREMENT HOME",39
"2022-03-11","2 Congregate Living","CONGREGATE OTHER",4
"2022-03-11","2 Congregate Living","CORRECTIONAL FACILITY",1
"2022-03-11","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",18
"2022-03-11","2 Congregate Living","SHELTER",1
"2022-03-12","1 Congregate Care","HOSPITAL",9
"2022-03-12","1 Congregate Care","LONG-TERM CARE HOME",26
"2022-03-12","1 Congregate Care","RETIREMENT HOME",17
"2022-03-12","2 Congregate Living","CONGREGATE OTHER",4
"2022-03-12","2 Congregate Living","CORRECTIONAL FACILITY",3
"2022-03-12","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",10
"2022-03-12","2 Congregate Living","SHELTER",3
"2022-03-12","4 Workplace","WORKPLACE - OTHER",2
"2022-03-13","1 Congregate Care","HOSPITAL",12
"2022-03-13","1 Congregate Care","LONG-TERM CARE HOME",23
"2022-03-13","1 Congregate Care","RETIREMENT HOME",8
"2022-03-13","2 Congregate Living","CONGREGATE OTHER",2
"2022-03-13","2 Congregate Living","CORRECTIONAL FACILITY",2
"2022-03-13","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",5
"2022-03-13","4 Workplace","WORKPLACE - OTHER",1
"2022-03-14","1 Congregate Care","HOSPITAL",19
"2022-03-14","1 Congregate Care","LONG-TERM CARE HOME",41
"2022-03-14","1 Congregate Care","RETIREMENT HOME",13
"2022-03-14","2 Congregate Living","CONGREGATE OTHER",1
"2022-03-14","2 Congregate Living","CORRECTIONAL FACILITY",4
"2022-03-14","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",14
"2022-03-14","4 Workplace","WORKPLACE - OTHER",1
"2022-03-15","1 Congregate Care","HOSPITAL",15
"2022-03-15","1 Congregate Care","LONG-TERM CARE HOME",46
"2022-03-15","1 Congregate Care","RETIREMENT HOME",24
"2022-03-15","2 Congregate Living","CORRECTIONAL FACILITY",7
"2022-03-15","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",18
"2022-03-15","2 Congregate Living","SHELTER",1
"2022-03-15","4 Workplace","WORKPLACE - OTHER",2
"2022-03-16","1 Congregate Care","HOSPITAL",9
"2022-03-16","1 Congregate Care","LONG-TERM CARE HOME",56
"2022-03-16","1 Congregate Care","RETIREMENT HOME",22
"2022-03-16","2 Congregate Living","CONGREGATE OTHER",2
"2022-03-16","2 Congregate Living","CORRECTIONAL FACILITY",5
"2022-03-16","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",12
"2022-03-16","2 Congregate Living","SHELTER",3
"2022-03-16","4 Workplace","WORKPLACE - OTHER",1
"2022-03-17","1 Congregate Care","HOSPITAL",11
"2022-03-17","1 Congregate Care","LONG-TERM CARE HOME",71
"2022-03-17","1 Congregate Care","RETIREMENT HOME",59
"2022-03-17","2 Congregate Living","CONGREGATE OTHER",2
"2022-03-17","2 Congregate Living","CORRECTIONAL FACILITY",5
"2022-03-17","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",18
"2022-03-17","2 Congregate Living","SHELTER",1
"2022-03-18","1 Congregate Care","HOSPITAL",8
"2022-03-18","1 Congregate Care","LONG-TERM CARE HOME",55
"2022-03-18","1 Congregate Care","RETIREMENT HOME",24
"2022-03-18","2 Congregate Living","CONGREGATE OTHER",3
"2022-03-18","2 Congregate Living","CORRECTIONAL FACILITY",4
"2022-03-18","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",4
"2022-03-18","2 Congregate Living","SHELTER",1
"2022-03-19","1 Congregate Care","HOSPITAL",12
"2022-03-19","1 Congregate Care","LONG-TERM CARE HOME",39
"2022-03-19","1 Congregate Care","RETIREMENT HOME",24
"2022-03-19","2 Congregate Living","CONGREGATE OTHER",1
"2022-03-19","2 Congregate Living","CORRECTIONAL FACILITY",2
"2022-03-19","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",11
"2022-03-19","2 Congregate Living","SHELTER",2
"2022-03-20","1 Congregate Care","HOSPITAL",14
"2022-03-20","1 Congregate Care","LONG-TERM CARE HOME",24
"2022-03-20","1 Congregate Care","RETIREMENT HOME",19
"2022-03-20","2 Congregate Living","CONGREGATE OTHER",2
"2022-03-20","2 Congregate Living","CORRECTIONAL FACILITY",1
"2022-03-20","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",6
"2022-03-20","2 Congregate Living","SHELTER",1
"2022-03-20","3 Education","SCHOOL - SECONDARY",1
"2022-03-21","1 Congregate Care","HOSPITAL",11
"2022-03-21","1 Congregate Care","LONG-TERM CARE HOME",28
"2022-03-21","1 Congregate Care","RETIREMENT HOME",28
"2022-03-21","2 Congregate Living","CONGREGATE OTHER",3
"2022-03-21","2 Congregate Living","CORRECTIONAL FACILITY",8
"2022-03-21","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",15
"2022-03-21","2 Congregate Living","SHELTER",2
"2022-03-22","1 Congregate Care","HOSPITAL",21
"2022-03-22","1 Congregate Care","LONG-TERM CARE HOME",78
"2022-03-22","1 Congregate Care","RETIREMENT HOME",36
"2022-03-22","2 Congregate Living","CONGREGATE OTHER",3
"2022-03-22","2 Congregate Living","CORRECTIONAL FACILITY",15
"2022-03-22","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",33
"2022-03-22","2 Congregate Living","SHELTER",7
"2022-03-22","3 Education","SCHOOL - SECONDARY",1
"2022-03-22","4 Workplace","WORKPLACE - OTHER",1
"2022-03-23","1 Congregate Care","HOSPITAL",9
"2022-03-23","1 Congregate Care","LONG-TERM CARE HOME",72
"2022-03-23","1 Congregate Care","RETIREMENT HOME",35
"2022-03-23","2 Congregate Living","CONGREGATE OTHER",1
"2022-03-23","2 Congregate Living","CORRECTIONAL FACILITY",21
"2022-03-23","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",15
"2022-03-23","2 Congregate Living","SHELTER",3
"2022-03-23","4 Workplace","WORKPLACE - OTHER",1
"2022-03-24","1 Congregate Care","HOSPITAL",16
"2022-03-24","1 Congregate Care","LONG-TERM CARE HOME",75
"2022-03-24","1 Congregate Care","RETIREMENT HOME",51
"2022-03-24","2 Congregate Living","CORRECTIONAL FACILITY",10
"2022-03-24","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",16
"2022-03-24","2 Congregate Living","SHELTER",5
"2022-03-25","1 Congregate Care","HOSPITAL",24
"2022-03-25","1 Congregate Care","LONG-TERM CARE HOME",77
"2022-03-25","1 Congregate Care","RETIREMENT HOME",19
"2022-03-25","2 Congregate Living","CONGREGATE OTHER",1
"2022-03-25","2 Congregate Living","CORRECTIONAL FACILITY",7
"2022-03-25","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",21
"2022-03-25","2 Congregate Living","SHELTER",6
"2022-03-26","1 Congregate Care","HOSPITAL",12
"2022-03-26","1 Congregate Care","LONG-TERM CARE HOME",42
"2022-03-26","1 Congregate Care","RETIREMENT HOME",41
"2022-03-26","2 Congregate Living","CONGREGATE OTHER",8
"2022-03-26","2 Congregate Living","CORRECTIONAL FACILITY",5
"2022-03-26","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",16
"2022-03-26","2 Congregate Living","SHELTER",9
"2022-03-27","1 Congregate Care","HOSPITAL",13
"2022-03-27","1 Congregate Care","LONG-TERM CARE HOME",50
"2022-03-27","1 Congregate Care","RETIREMENT HOME",28
"2022-03-27","2 Congregate Living","CORRECTIONAL FACILITY",4
"2022-03-27","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",17
"2022-03-27","2 Congregate Living","SHELTER",4
"2022-03-28","1 Congregate Care","HOSPITAL",15
"2022-03-28","1 Congregate Care","LONG-TERM CARE HOME",50
"2022-03-28","1 Congregate Care","RETIREMENT HOME",26
"2022-03-28","2 Congregate Living","CONGREGATE OTHER",7
"2022-03-28","2 Congregate Living","CORRECTIONAL FACILITY",7
"2022-03-28","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",17
"2022-03-28","2 Congregate Living","SHELTER",2
"2022-03-29","1 Congregate Care","HOSPITAL",29
"2022-03-29","1 Congregate Care","LONG-TERM CARE HOME",58
"2022-03-29","1 Congregate Care","RETIREMENT HOME",49
"2022-03-29","2 Congregate Living","CONGREGATE OTHER",18
"2022-03-29","2 Congregate Living","CORRECTIONAL FACILITY",11
"2022-03-29","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",26
"2022-03-29","2 Congregate Living","SHELTER",8
"2022-03-30","1 Congregate Care","HOSPITAL",30
"2022-03-30","1 Congregate Care","LONG-TERM CARE HOME",138
"2022-03-30","1 Congregate Care","RETIREMENT HOME",34
"2022-03-30","2 Congregate Living","CONGREGATE OTHER",11
"2022-03-30","2 Congregate Living","CORRECTIONAL FACILITY",1
"2022-03-30","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",25
"2022-03-30","2 Congregate Living","SHELTER",4
"2022-03-31","1 Congregate Care","HOSPITAL",42
"2022-03-31","1 Congregate Care","LONG-TERM CARE HOME",86
"2022-03-31","1 Congregate Care","RETIREMENT HOME",74
"2022-03-31","2 Congregate Living","CONGREGATE OTHER",4
"2022-03-31","2 Congregate Living","CORRECTIONAL FACILITY",1
"2022-03-31","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",18
"2022-03-31","2 Congregate Living","SHELTER",4
"2022-04-01","1 Congregate Care","HOSPITAL",57
"2022-04-01","1 Congregate Care","LONG-TERM CARE HOME",137
"2022-04-01","1 Congregate Care","RETIREMENT HOME",89
"2022-04-01","2 Congregate Living","CONGREGATE OTHER",15
"2022-04-01","2 Congregate Living","CORRECTIONAL FACILITY",8
"2022-04-01","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",15
"2022-04-01","2 Congregate Living","SHELTER",5
"2022-04-02","1 Congregate Care","HOSPITAL",29
"2022-04-02","1 Congregate Care","LONG-TERM CARE HOME",100
"2022-04-02","1 Congregate Care","RETIREMENT HOME",69
"2022-04-02","2 Congregate Living","CONGREGATE OTHER",9
"2022-04-02","2 Congregate Living","CORRECTIONAL FACILITY",9
"2022-04-02","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",12
"2022-04-02","2 Congregate Living","SHELTER",7
"2022-04-03","1 Congregate Care","HOSPITAL",40
"2022-04-03","1 Congregate Care","LONG-TERM CARE HOME",68
"2022-04-03","1 Congregate Care","RETIREMENT HOME",48
"2022-04-03","2 Congregate Living","CONGREGATE OTHER",2
"2022-04-03","2 Congregate Living","CORRECTIONAL FACILITY",2
"2022-04-03","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",36
"2022-04-03","2 Congregate Living","SHELTER",3
"2022-04-04","1 Congregate Care","HOSPITAL",50
"2022-04-04","1 Congregate Care","LONG-TERM CARE HOME",103
"2022-04-04","1 Congregate Care","RETIREMENT HOME",43
"2022-04-04","2 Congregate Living","CONGREGATE OTHER",6
"2022-04-04","2 Congregate Living","CORRECTIONAL FACILITY",5
"2022-04-04","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",29
"2022-04-04","2 Congregate Living","SHELTER",3
"2022-04-05","1 Congregate Care","HOSPITAL",52
"2022-04-05","1 Congregate Care","LONG-TERM CARE HOME",156
"2022-04-05","1 Congregate Care","RETIREMENT HOME",129
"2022-04-05","2 Congregate Living","CONGREGATE OTHER",8
"2022-04-05","2 Congregate Living","CORRECTIONAL FACILITY",14
"2022-04-05","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",25
"2022-04-05","2 Congregate Living","SHELTER",8
"2022-04-06","1 Congregate Care","HOSPITAL",48
"2022-04-06","1 Congregate Care","LONG-TERM CARE HOME",108
"2022-04-06","1 Congregate Care","RETIREMENT HOME",85
"2022-04-06","2 Congregate Living","CONGREGATE OTHER",3
"2022-04-06","2 Congregate Living","CORRECTIONAL FACILITY",15
"2022-04-06","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",20
"2022-04-06","2 Congregate Living","SHELTER",14
"2022-04-07","1 Congregate Care","HOSPITAL",59
"2022-04-07","1 Congregate Care","LONG-TERM CARE HOME",161
"2022-04-07","1 Congregate Care","RETIREMENT HOME",103
"2022-04-07","2 Congregate Living","CONGREGATE OTHER",9
"2022-04-07","2 Congregate Living","CORRECTIONAL FACILITY",17
"2022-04-07","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",39
"2022-04-07","2 Congregate Living","SHELTER",12
"2022-04-08","1 Congregate Care","HOSPITAL",56
"2022-04-08","1 Congregate Care","LONG-TERM CARE HOME",141
"2022-04-08","1 Congregate Care","RETIREMENT HOME",66
"2022-04-08","2 Congregate Living","CONGREGATE OTHER",6
"2022-04-08","2 Congregate Living","CORRECTIONAL FACILITY",11
"2022-04-08","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",36
"2022-04-08","2 Congregate Living","SHELTER",8
"2022-04-09","1 Congregate Care","HOSPITAL",39
"2022-04-09","1 Congregate Care","LONG-TERM CARE HOME",161
"2022-04-09","1 Congregate Care","RETIREMENT HOME",104
"2022-04-09","2 Congregate Living","CONGREGATE OTHER",7
"2022-04-09","2 Congregate Living","CORRECTIONAL FACILITY",7
"2022-04-09","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",26
"2022-04-09","2 Congregate Living","SHELTER",5
"2022-04-10","1 Congregate Care","HOSPITAL",25
"2022-04-10","1 Congregate Care","LONG-TERM CARE HOME",107
"2022-04-10","1 Congregate Care","RETIREMENT HOME",21
"2022-04-10","2 Congregate Living","CONGREGATE OTHER",6
"2022-04-10","2 Congregate Living","CORRECTIONAL FACILITY",13
"2022-04-10","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",22
"2022-04-10","2 Congregate Living","SHELTER",1
"2022-04-11","1 Congregate Care","HOSPITAL",42
"2022-04-11","1 Congregate Care","LONG-TERM CARE HOME",99
"2022-04-11","1 Congregate Care","RETIREMENT HOME",39
"2022-04-11","2 Congregate Living","CONGREGATE OTHER",14
"2022-04-11","2 Congregate Living","CORRECTIONAL FACILITY",3
"2022-04-11","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",31
"2022-04-11","2 Congregate Living","SHELTER",6
"2022-04-12","1 Congregate Care","HOSPITAL",60
"2022-04-12","1 Congregate Care","LONG-TERM CARE HOME",199
"2022-04-12","1 Congregate Care","RETIREMENT HOME",92
"2022-04-12","2 Congregate Living","CONGREGATE OTHER",10
"2022-04-12","2 Congregate Living","CORRECTIONAL FACILITY",10
"2022-04-12","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",70
"2022-04-12","2 Congregate Living","SHELTER",2
"2022-04-13","1 Congregate Care","HOSPITAL",41
"2022-04-13","1 Congregate Care","LONG-TERM CARE HOME",214
"2022-04-13","1 Congregate Care","RETIREMENT HOME",127
"2022-04-13","2 Congregate Living","CONGREGATE OTHER",4
"2022-04-13","2 Congregate Living","CORRECTIONAL FACILITY",3
"2022-04-13","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",53
"2022-04-13","2 Congregate Living","SHELTER",17
"2022-04-14","1 Congregate Care","HOSPITAL",52
"2022-04-14","1 Congregate Care","LONG-TERM CARE HOME",193
"2022-04-14","1 Congregate Care","RETIREMENT HOME",103
"2022-04-14","2 Congregate Living","CONGREGATE OTHER",7
"2022-04-14","2 Congregate Living","CORRECTIONAL FACILITY",5
"2022-04-14","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",38
"2022-04-14","2 Congregate Living","SHELTER",11
"2022-04-15","1 Congregate Care","HOSPITAL",50
"2022-04-15","1 Congregate Care","LONG-TERM CARE HOME",222
"2022-04-15","1 Congregate Care","RETIREMENT HOME",113
"2022-04-15","2 Congregate Living","CONGREGATE OTHER",8
"2022-04-15","2 Congregate Living","CORRECTIONAL FACILITY",8
"2022-04-15","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",62
"2022-04-15","2 Congregate Living","SHELTER",7
"2022-04-16","1 Congregate Care","HOSPITAL",29
"2022-04-16","1 Congregate Care","LONG-TERM CARE HOME",146
"2022-04-16","1 Congregate Care","RETIREMENT HOME",79
"2022-04-16","2 Congregate Living","CONGREGATE OTHER",23
"2022-04-16","2 Congregate Living","CORRECTIONAL FACILITY",3
"2022-04-16","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",17
"2022-04-16","2 Congregate Living","SHELTER",2
"2022-04-17","1 Congregate Care","HOSPITAL",35
"2022-04-17","1 Congregate Care","LONG-TERM CARE HOME",90
"2022-04-17","1 Congregate Care","RETIREMENT HOME",70
"2022-04-17","2 Congregate Living","CONGREGATE OTHER",6
"2022-04-17","2 Congregate Living","CORRECTIONAL FACILITY",5
"2022-04-17","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",26
"2022-04-17","2 Congregate Living","SHELTER",3
"2022-04-18","1 Congregate Care","HOSPITAL",19
"2022-04-18","1 Congregate Care","LONG-TERM CARE HOME",121
"2022-04-18","1 Congregate Care","RETIREMENT HOME",25
"2022-04-18","2 Congregate Living","CONGREGATE OTHER",4
"2022-04-18","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",19
"2022-04-18","2 Congregate Living","SHELTER",1
"2022-04-19","1 Congregate Care","HOSPITAL",67
"2022-04-19","1 Congregate Care","LONG-TERM CARE HOME",284
"2022-04-19","1 Congregate Care","RETIREMENT HOME",106
"2022-04-19","2 Congregate Living","CONGREGATE OTHER",7
"2022-04-19","2 Congregate Living","CORRECTIONAL FACILITY",10
"2022-04-19","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",55
"2022-04-19","2 Congregate Living","SHELTER",3
"2022-04-20","1 Congregate Care","HOSPITAL",85
"2022-04-20","1 Congregate Care","LONG-TERM CARE HOME",308
"2022-04-20","1 Congregate Care","RETIREMENT HOME",158
"2022-04-20","2 Congregate Living","CONGREGATE OTHER",10
"2022-04-20","2 Congregate Living","CORRECTIONAL FACILITY",10
"2022-04-20","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",60
"2022-04-20","2 Congregate Living","SHELTER",3
"2022-04-21","1 Congregate Care","HOSPITAL",68
"2022-04-21","1 Congregate Care","LONG-TERM CARE HOME",260
"2022-04-21","1 Congregate Care","RETIREMENT HOME",86
"2022-04-21","2 Congregate Living","CONGREGATE OTHER",18
"2022-04-21","2 Congregate Living","CORRECTIONAL FACILITY",4
"2022-04-21","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",35
"2022-04-21","2 Congregate Living","SHELTER",11
"2022-04-22","1 Congregate Care","HOSPITAL",83
