"date","outbreak_group","outbreak_subgroup","number_ongoing_outbreaks"
"2022-06-04","2 Congregate Living","5 Correctional Facility",5
"2022-06-04","2 Congregate Living","6 Shelter",5
"2022-06-05","1 Congregate Care","1 Long-Term Care Homes",87
"2022-06-05","1 Congregate Care","2 Hospitals",28
"2022-06-05","1 Congregate Care","3 Retirement Homes",48
"2022-06-05","2 Congregate Living","22 Congregate other",5
"2022-06-05","2 Congregate Living","4 Group Home/Supportive Housing",26
"2022-06-05","2 Congregate Living","5 Correctional Facility",5
"2022-06-05","2 Congregate Living","6 Shelter",5
"2022-06-06","1 Congregate Care","1 Long-Term Care Homes",83
"2022-06-06","1 Congregate Care","2 Hospitals",28
"2022-06-06","1 Congregate Care","3 Retirement Homes",47
"2022-06-06","2 Congregate Living","22 Congregate other",5
"2022-06-06","2 Congregate Living","4 Group Home/Supportive Housing",25
"2022-06-06","2 Congregate Living","5 Correctional Facility",5
"2022-06-06","2 Congregate Living","6 Shelter",4
"2022-06-07","1 Congregate Care","1 Long-Term Care Homes",74
"2022-06-07","1 Congregate Care","2 Hospitals",25
"2022-06-07","1 Congregate Care","3 Retirement Homes",39
"2022-06-07","2 Congregate Living","22 Congregate other",4
"2022-06-07","2 Congregate Living","4 Group Home/Supportive Housing",24
"2022-06-07","2 Congregate Living","5 Correctional Facility",3
"2022-06-07","2 Congregate Living","6 Shelter",3
"2022-06-08","1 Congregate Care","1 Long-Term Care Homes",73
"2022-06-08","1 Congregate Care","2 Hospitals",22
"2022-06-08","1 Congregate Care","3 Retirement Homes",33
"2022-06-08","2 Congregate Living","22 Congregate other",2
"2022-06-08","2 Congregate Living","4 Group Home/Supportive Housing",25
"2022-06-08","2 Congregate Living","5 Correctional Facility",2
"2022-06-08","2 Congregate Living","6 Shelter",3
"2022-06-09","1 Congregate Care","1 Long-Term Care Homes",69
"2022-06-09","1 Congregate Care","2 Hospitals",22
"2022-06-09","1 Congregate Care","3 Retirement Homes",32
"2022-06-09","2 Congregate Living","22 Congregate other",4
"2022-06-09","2 Congregate Living","4 Group Home/Supportive Housing",22
"2022-06-09","2 Congregate Living","5 Correctional Facility",1
"2022-06-09","2 Congregate Living","6 Shelter",2
"2022-06-10","1 Congregate Care","1 Long-Term Care Homes",65
"2022-06-10","1 Congregate Care","2 Hospitals",24
"2022-06-10","1 Congregate Care","3 Retirement Homes",32
"2022-06-10","2 Congregate Living","22 Congregate other",3
"2022-06-10","2 Congregate Living","4 Group Home/Supportive Housing",22
"2022-06-10","2 Congregate Living","5 Correctional Facility",1
"2022-06-10","2 Congregate Living","6 Shelter",2
"2022-06-11","1 Congregate Care","1 Long-Term Care Homes",62
"2022-06-11","1 Congregate Care","2 Hospitals",22
"2022-06-11","1 Congregate Care","3 Retirement Homes",30
"2022-06-11","2 Congregate Living","22 Congregate other",4
"2022-06-11","2 Congregate Living","4 Group Home/Supportive Housing",24
"2022-06-11","2 Congregate Living","5 Correctional Facility",1
"2022-06-11","2 Congregate Living","6 Shelter",2
"2022-06-12","1 Congregate Care","1 Long-Term Care Homes",57
"2022-06-12","1 Congregate Care","2 Hospitals",21
"2022-06-12","1 Congregate Care","3 Retirement Homes",32
"2022-06-12","2 Congregate Living","22 Congregate other",4
"2022-06-12","2 Congregate Living","4 Group Home/Supportive Housing",22
"2022-06-12","2 Congregate Living","5 Correctional Facility",1
"2022-06-12","2 Congregate Living","6 Shelter",2
"2022-06-13","1 Congregate Care","1 Long-Term Care Homes",57
"2022-06-13","1 Congregate Care","2 Hospitals",20
"2022-06-13","1 Congregate Care","3 Retirement Homes",31
"2022-06-13","2 Congregate Living","22 Congregate other",4
"2022-06-13","2 Congregate Living","4 Group Home/Supportive Housing",22
"2022-06-13","2 Congregate Living","5 Correctional Facility",1
"2022-06-13","2 Congregate Living","6 Shelter",2
"2022-06-14","1 Congregate Care","1 Long-Term Care Homes",58
"2022-06-14","1 Congregate Care","2 Hospitals",21
"2022-06-14","1 Congregate Care","3 Retirement Homes",30
"2022-06-14","2 Congregate Living","22 Congregate other",4
"2022-06-14","2 Congregate Living","4 Group Home/Supportive Housing",20
"2022-06-14","2 Congregate Living","5 Correctional Facility",1
"2022-06-14","2 Congregate Living","6 Shelter",2
"2022-06-15","1 Congregate Care","1 Long-Term Care Homes",55
"2022-06-15","1 Congregate Care","2 Hospitals",19
"2022-06-15","1 Congregate Care","3 Retirement Homes",28
"2022-06-15","2 Congregate Living","22 Congregate other",4
"2022-06-15","2 Congregate Living","4 Group Home/Supportive Housing",20
"2022-06-15","2 Congregate Living","6 Shelter",1
"2022-06-16","1 Congregate Care","1 Long-Term Care Homes",54
"2022-06-16","1 Congregate Care","2 Hospitals",21
"2022-06-16","1 Congregate Care","3 Retirement Homes",28
"2022-06-16","2 Congregate Living","22 Congregate other",3
"2022-06-16","2 Congregate Living","4 Group Home/Supportive Housing",22
"2022-06-16","2 Congregate Living","6 Shelter",2
"2022-06-17","1 Congregate Care","1 Long-Term Care Homes",56
"2022-06-17","1 Congregate Care","2 Hospitals",22
"2022-06-17","1 Congregate Care","3 Retirement Homes",30
"2022-06-17","2 Congregate Living","22 Congregate other",3
"2022-06-17","2 Congregate Living","4 Group Home/Supportive Housing",22
"2022-06-17","2 Congregate Living","6 Shelter",2
"2022-06-18","1 Congregate Care","1 Long-Term Care Homes",61
"2022-06-18","1 Congregate Care","2 Hospitals",21
"2022-06-18","1 Congregate Care","3 Retirement Homes",31
"2022-06-18","2 Congregate Living","22 Congregate other",4
"2022-06-18","2 Congregate Living","4 Group Home/Supportive Housing",25
"2022-06-18","2 Congregate Living","6 Shelter",2
"2022-06-19","1 Congregate Care","1 Long-Term Care Homes",60
"2022-06-19","1 Congregate Care","2 Hospitals",23
"2022-06-19","1 Congregate Care","3 Retirement Homes",31
"2022-06-19","2 Congregate Living","22 Congregate other",4
"2022-06-19","2 Congregate Living","4 Group Home/Supportive Housing",28
"2022-06-19","2 Congregate Living","6 Shelter",1
"2022-06-20","1 Congregate Care","1 Long-Term Care Homes",62
"2022-06-20","1 Congregate Care","2 Hospitals",23
"2022-06-20","1 Congregate Care","3 Retirement Homes",32
"2022-06-20","2 Congregate Living","22 Congregate other",4
"2022-06-20","2 Congregate Living","4 Group Home/Supportive Housing",30
"2022-06-20","2 Congregate Living","6 Shelter",1
"2022-06-21","1 Congregate Care","1 Long-Term Care Homes",56
"2022-06-21","1 Congregate Care","2 Hospitals",24
"2022-06-21","1 Congregate Care","3 Retirement Homes",33
"2022-06-21","2 Congregate Living","22 Congregate other",2
"2022-06-21","2 Congregate Living","4 Group Home/Supportive Housing",26
"2022-06-21","2 Congregate Living","6 Shelter",2
"2022-06-22","1 Congregate Care","1 Long-Term Care Homes",54
"2022-06-22","1 Congregate Care","2 Hospitals",25
"2022-06-22","1 Congregate Care","3 Retirement Homes",33
"2022-06-22","2 Congregate Living","22 Congregate other",2
"2022-06-22","2 Congregate Living","4 Group Home/Supportive Housing",25
"2022-06-22","2 Congregate Living","6 Shelter",3
"2022-06-23","1 Congregate Care","1 Long-Term Care Homes",51
"2022-06-23","1 Congregate Care","2 Hospitals",25
"2022-06-23","1 Congregate Care","3 Retirement Homes",33
"2022-06-23","2 Congregate Living","22 Congregate other",2
"2022-06-23","2 Congregate Living","4 Group Home/Supportive Housing",24
"2022-06-23","2 Congregate Living","6 Shelter",3
"2022-06-24","1 Congregate Care","1 Long-Term Care Homes",51
"2022-06-24","1 Congregate Care","2 Hospitals",23
"2022-06-24","1 Congregate Care","3 Retirement Homes",35
"2022-06-24","2 Congregate Living","22 Congregate other",2
"2022-06-24","2 Congregate Living","4 Group Home/Supportive Housing",23
"2022-06-24","2 Congregate Living","6 Shelter",3
"2022-06-25","1 Congregate Care","1 Long-Term Care Homes",53
"2022-06-25","1 Congregate Care","2 Hospitals",26
"2022-06-25","1 Congregate Care","3 Retirement Homes",36
"2022-06-25","2 Congregate Living","22 Congregate other",3
"2022-06-25","2 Congregate Living","4 Group Home/Supportive Housing",24
"2022-06-25","2 Congregate Living","5 Correctional Facility",1
"2022-06-25","2 Congregate Living","6 Shelter",2
"2022-06-26","1 Congregate Care","1 Long-Term Care Homes",51
"2022-06-26","1 Congregate Care","2 Hospitals",29
"2022-06-26","1 Congregate Care","3 Retirement Homes",36
"2022-06-26","2 Congregate Living","22 Congregate other",4
"2022-06-26","2 Congregate Living","4 Group Home/Supportive Housing",26
"2022-06-26","2 Congregate Living","5 Correctional Facility",1
"2022-06-26","2 Congregate Living","6 Shelter",2
"2022-06-27","1 Congregate Care","1 Long-Term Care Homes",51
"2022-06-27","1 Congregate Care","2 Hospitals",29
"2022-06-27","1 Congregate Care","3 Retirement Homes",38
"2022-06-27","2 Congregate Living","22 Congregate other",4
"2022-06-27","2 Congregate Living","4 Group Home/Supportive Housing",26
"2022-06-27","2 Congregate Living","5 Correctional Facility",1
"2022-06-27","2 Congregate Living","6 Shelter",2
"2022-06-28","1 Congregate Care","1 Long-Term Care Homes",52
"2022-06-28","1 Congregate Care","2 Hospitals",26
"2022-06-28","1 Congregate Care","3 Retirement Homes",44
"2022-06-28","2 Congregate Living","22 Congregate other",4
"2022-06-28","2 Congregate Living","4 Group Home/Supportive Housing",25
"2022-06-28","2 Congregate Living","5 Correctional Facility",1
"2022-06-28","2 Congregate Living","6 Shelter",2
"2022-06-29","1 Congregate Care","1 Long-Term Care Homes",54
"2022-06-29","1 Congregate Care","2 Hospitals",25
"2022-06-29","1 Congregate Care","3 Retirement Homes",46
"2022-06-29","2 Congregate Living","22 Congregate other",6
"2022-06-29","2 Congregate Living","4 Group Home/Supportive Housing",24
"2022-06-29","2 Congregate Living","5 Correctional Facility",1
"2022-06-29","2 Congregate Living","6 Shelter",2
"2022-06-30","1 Congregate Care","1 Long-Term Care Homes",55
"2022-06-30","1 Congregate Care","2 Hospitals",24
"2022-06-30","1 Congregate Care","3 Retirement Homes",48
"2022-06-30","2 Congregate Living","22 Congregate other",7
"2022-06-30","2 Congregate Living","4 Group Home/Supportive Housing",24
"2022-06-30","2 Congregate Living","5 Correctional Facility",1
"2022-06-30","2 Congregate Living","6 Shelter",2
"2022-07-01","1 Congregate Care","1 Long-Term Care Homes",56
"2022-07-01","1 Congregate Care","2 Hospitals",26
"2022-07-01","1 Congregate Care","3 Retirement Homes",51
"2022-07-01","2 Congregate Living","22 Congregate other",8
"2022-07-01","2 Congregate Living","4 Group Home/Supportive Housing",27
"2022-07-01","2 Congregate Living","5 Correctional Facility",1
"2022-07-01","2 Congregate Living","6 Shelter",3
"2022-07-02","1 Congregate Care","1 Long-Term Care Homes",58
"2022-07-02","1 Congregate Care","2 Hospitals",31
"2022-07-02","1 Congregate Care","3 Retirement Homes",53
"2022-07-02","2 Congregate Living","22 Congregate other",9
"2022-07-02","2 Congregate Living","4 Group Home/Supportive Housing",25
"2022-07-02","2 Congregate Living","5 Correctional Facility",1
"2022-07-02","2 Congregate Living","6 Shelter",3
"2022-07-03","1 Congregate Care","1 Long-Term Care Homes",59
"2022-07-03","1 Congregate Care","2 Hospitals",31
"2022-07-03","1 Congregate Care","3 Retirement Homes",53
"2022-07-03","2 Congregate Living","22 Congregate other",9
"2022-07-03","2 Congregate Living","4 Group Home/Supportive Housing",25
"2022-07-03","2 Congregate Living","5 Correctional Facility",1
"2022-07-03","2 Congregate Living","6 Shelter",3
"2022-07-04","1 Congregate Care","1 Long-Term Care Homes",63
"2022-07-04","1 Congregate Care","2 Hospitals",32
"2022-07-04","1 Congregate Care","3 Retirement Homes",55
"2022-07-04","2 Congregate Living","22 Congregate other",9
"2022-07-04","2 Congregate Living","4 Group Home/Supportive Housing",27
"2022-07-04","2 Congregate Living","5 Correctional Facility",1
"2022-07-04","2 Congregate Living","6 Shelter",3
"2022-07-05","1 Congregate Care","1 Long-Term Care Homes",70
"2022-07-05","1 Congregate Care","2 Hospitals",29
"2022-07-05","1 Congregate Care","3 Retirement Homes",56
"2022-07-05","2 Congregate Living","22 Congregate other",10
"2022-07-05","2 Congregate Living","4 Group Home/Supportive Housing",27
"2022-07-05","2 Congregate Living","5 Correctional Facility",1
"2022-07-05","2 Congregate Living","6 Shelter",5
"2022-07-06","1 Congregate Care","1 Long-Term Care Homes",76
"2022-07-06","1 Congregate Care","2 Hospitals",31
"2022-07-06","1 Congregate Care","3 Retirement Homes",62
"2022-07-06","2 Congregate Living","22 Congregate other",9
"2022-07-06","2 Congregate Living","4 Group Home/Supportive Housing",23
"2022-07-06","2 Congregate Living","5 Correctional Facility",1
"2022-07-06","2 Congregate Living","6 Shelter",6
"2022-07-07","1 Congregate Care","1 Long-Term Care Homes",75
"2022-07-07","1 Congregate Care","2 Hospitals",33
"2022-07-07","1 Congregate Care","3 Retirement Homes",68
"2022-07-07","2 Congregate Living","22 Congregate other",9
"2022-07-07","2 Congregate Living","4 Group Home/Supportive Housing",25
"2022-07-07","2 Congregate Living","6 Shelter",7
"2022-07-08","1 Congregate Care","1 Long-Term Care Homes",82
"2022-07-08","1 Congregate Care","2 Hospitals",38
"2022-07-08","1 Congregate Care","3 Retirement Homes",68
"2022-07-08","2 Congregate Living","22 Congregate other",9
"2022-07-08","2 Congregate Living","4 Group Home/Supportive Housing",33
"2022-07-08","2 Congregate Living","6 Shelter",11
"2022-07-09","1 Congregate Care","1 Long-Term Care Homes",86
"2022-07-09","1 Congregate Care","2 Hospitals",43
"2022-07-09","1 Congregate Care","3 Retirement Homes",71
"2022-07-09","2 Congregate Living","22 Congregate other",9
"2022-07-09","2 Congregate Living","4 Group Home/Supportive Housing",38
"2022-07-09","2 Congregate Living","6 Shelter",13
"2022-07-10","1 Congregate Care","1 Long-Term Care Homes",88
"2022-07-10","1 Congregate Care","2 Hospitals",43
"2022-07-10","1 Congregate Care","3 Retirement Homes",76
"2022-07-10","2 Congregate Living","22 Congregate other",11
"2022-07-10","2 Congregate Living","4 Group Home/Supportive Housing",38
"2022-07-10","2 Congregate Living","6 Shelter",13
"2022-07-11","1 Congregate Care","1 Long-Term Care Homes",91
"2022-07-11","1 Congregate Care","2 Hospitals",44
"2022-07-11","1 Congregate Care","3 Retirement Homes",80
"2022-07-11","2 Congregate Living","22 Congregate other",12
"2022-07-11","2 Congregate Living","4 Group Home/Supportive Housing",39
"2022-07-11","2 Congregate Living","6 Shelter",13
"2022-07-12","1 Congregate Care","1 Long-Term Care Homes",103
"2022-07-12","1 Congregate Care","2 Hospitals",44
"2022-07-12","1 Congregate Care","3 Retirement Homes",83
"2022-07-12","2 Congregate Living","22 Congregate other",15
"2022-07-12","2 Congregate Living","4 Group Home/Supportive Housing",37
"2022-07-12","2 Congregate Living","5 Correctional Facility",1
"2022-07-12","2 Congregate Living","6 Shelter",14
"2022-07-13","1 Congregate Care","1 Long-Term Care Homes",114
"2022-07-13","1 Congregate Care","2 Hospitals",47
"2022-07-13","1 Congregate Care","3 Retirement Homes",87
"2022-07-13","2 Congregate Living","22 Congregate other",20
"2022-07-13","2 Congregate Living","4 Group Home/Supportive Housing",46
"2022-07-13","2 Congregate Living","5 Correctional Facility",1
"2022-07-13","2 Congregate Living","6 Shelter",13
"2022-07-14","1 Congregate Care","1 Long-Term Care Homes",125
"2022-07-14","1 Congregate Care","2 Hospitals",55
"2022-07-14","1 Congregate Care","3 Retirement Homes",97
"2022-07-14","2 Congregate Living","22 Congregate other",17
"2022-07-14","2 Congregate Living","4 Group Home/Supportive Housing",59
"2022-07-14","2 Congregate Living","5 Correctional Facility",1
"2022-07-14","2 Congregate Living","6 Shelter",14
"2022-07-15","1 Congregate Care","1 Long-Term Care Homes",143
"2022-07-15","1 Congregate Care","2 Hospitals",63
"2022-07-15","1 Congregate Care","3 Retirement Homes",103
